,raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover.1,cloud_base_ft_agl.1,sky_cover.2,cloud_base_ft_agl.2,sky_cover.3,cloud_base_ft_agl.3,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
633,KOBE 091235Z AUTO 11007G13KT 3SM FEW034 SCT100 A2974 RMK AO2 LTG DSNT N,KOBE,2024-10-09T12:35:00Z,27.2663,-80.8487,,,110,7.0,13.0,3,29.74,,,True,True,,,,,,,FEW,3400.0,SCT,10000.0,,,,,MVFR,,,,,,,,,,,,METAR,11.0
634,KOAR 091235Z AUTO 28005KT 1 1/4SM BR OVC002 12/12 A2995 RMK AO2,KOAR,2024-10-09T12:35:00Z,36.6815,-121.757,12.0,12.0,280,5.0,,1.25,29.95,,,True,True,,,,,,BR,OVC,200.0,,,,,,,LIFR,,,,,,,,,,,,METAR,41.0
635,KO86 091235Z AUTO 00000KT 10SM CLR 08/01 A3003 RMK A01,KO86,2024-10-09T12:35:00Z,40.9845,-122.693,8.0,1.0,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,729.0
636,KO54 091235Z AUTO 00000KT 10SM CLR 08/04 A3003 RMK A01,KO54,2024-10-09T12:35:00Z,40.746,-122.922,8.0,4.0,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,693.0
637,KO32 091235Z AUTO 13005KT 10SM CLR 19/11 A2985 RMK AO2 T01940114 $,KO32,2024-10-09T12:35:00Z,36.6691,-119.453,19.4,11.4,130,5.0,,10+,29.85,,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,117.0
638,KO22 091235Z AUTO 00000KT 10SM CLR 15/01 A2995 RMK A01,KO22,2024-10-09T12:35:00Z,38.03,-120.415,15.0,1.0,0,0.0,,10+,29.95,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,637.0
639,KO05 091235Z AUTO 00000KT 10SM FEW032 SCT040 BKN047 05/M03 A3012 RMK A01,KO05,2024-10-09T12:35:00Z,40.2865,-121.243,5.0,-3.0,0,0.0,,10+,30.12,,,True,True,,,,,,,FEW,3200.0,SCT,4000.0,BKN,4700.0,,,VFR,,,,,,,,,,,,METAR,1380.0
640,KNY0 091235Z AUTO 27003KT 10SM CLR 07/06 A2991 RMK AO2 T00650062,KNY0,2024-10-09T12:35:00Z,42.999,-74.3292,6.5,6.2,270,3.0,,10+,29.91,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,266.0
641,KNUQ 091235Z AUTO 00000KT 10SM OVC010 16/14 A2995 RMK AO2,KNUQ,2024-10-09T12:35:00Z,37.4059,-122.049,16.0,14.0,0,0.0,,10+,29.95,,,True,True,,,,,,,OVC,1000.0,,,,,,,MVFR,,,,,,,,,,,,METAR,9.0
642,KNRN 091235Z AUTO 29003KT 10SM CLR 07/05 A3008 RMK AO2,KNRN,2024-10-09T12:35:00Z,39.8497,-99.8915,7.0,5.0,290,3.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,726.0
643,KNOW 091235Z AUTO 26011KT 10SM CLR 11/07 A3002 RMK AO2 T01080070,KNOW,2024-10-09T12:35:00Z,48.1394,-123.403,10.8,7.0,260,11.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
644,KN79 091235Z AUTO 00000KT 10SM CLR 08/07 A2995 RMK AO2 T00760071 $,KN79,2024-10-09T12:35:00Z,40.8371,-76.546,7.6,7.1,0,0.0,,10+,29.95,,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,269.0
645,KN38 091235Z AUTO VRB03KT 10SM FEW060 06/06 A2995 RMK AO2,KN38,2024-10-09T12:35:00Z,41.7287,-77.3958,6.0,6.0,VRB,3.0,,10+,29.95,,,True,True,,,,,,,FEW,6000.0,,,,,,,VFR,,,,,,,,,,,,METAR,576.0
646,KN03 091235Z AUTO 00000KT 10SM CLR 03/03 A2994 RMK AO2,KN03,2024-10-09T12:35:00Z,42.5929,-76.2174,3.0,3.0,0,0.0,,10+,29.94,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,361.0
647,KMZZ 091235Z AUTO 00000KT 7SM CLR 05/05 A3011 RMK AO2 T00520052,KMZZ,2024-10-09T12:35:00Z,40.4863,-85.6859,5.2,5.2,0,0.0,,7,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,260.0
648,KMZJ 091235Z AUTO 14004KT 10SM FEW040 SCT046 BKN050 22/02 A2995 RMK AO2,KMZJ,2024-10-09T12:35:00Z,32.5147,-111.335,22.0,2.0,140,4.0,,10+,29.95,,,True,True,,,,,,,FEW,4000.0,SCT,4600.0,BKN,5000.0,,,VFR,,,,,,,,,,,,METAR,574.0
649,KMZH 091235Z AUTO 05003KT 10SM CLR 05/03 A3010 RMK AO2,KMZH,2024-10-09T12:35:00Z,46.4163,-92.8049,5.0,3.0,50,3.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,331.0
650,KMYZ 091235Z AUTO 00000KT 10SM CLR 06/03 A3007 RMK AO2,KMYZ,2024-10-09T12:35:00Z,39.8544,-96.6279,6.0,3.0,0,0.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,388.0
651,KMYP 091235Z AUTO 32013KT 10SM CLR 03/M05 A3069 RMK AO2,KMYP,2024-10-09T12:35:00Z,38.4972,-106.32,3.0,-5.0,320,13.0,,10+,30.69,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3629.0
652,KMYJ 091235Z AUTO 00000KT 10SM CLR 05/04 A3011 RMK AO2,KMYJ,2024-10-09T12:35:00Z,39.1561,-91.8129,5.0,4.0,0,0.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,249.0
653,KMXO 091235Z AUTO 00000KT 10SM CLR 04/04 A3004 RMK AO2,KMXO,2024-10-09T12:35:00Z,42.2203,-91.1604,4.0,4.0,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,251.0
654,KMWO 091235Z AUTO 00000KT 10SM CLR 07/ A3011 RMK AO2 T0071////,KMWO,2024-10-09T12:35:00Z,39.5324,-84.3973,7.1,,0,0.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,197.0
655,KMWM 091235Z AUTO 00000KT 10SM CLR 03/02 A3002 RMK AO2,KMWM,2024-10-09T12:35:00Z,43.91,-95.1073,3.0,2.0,0,0.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,427.0
656,KMVH 091235Z AUTO 28005KT 10SM FEW075 09/M02 A3005 RMK AO2,KMVH,2024-10-09T12:35:00Z,46.838,-108.936,9.0,-2.0,280,5.0,,10+,30.05,,,True,True,,,,,,,FEW,7500.0,,,,,,,VFR,,,,,,,,,,,,METAR,1352.0
657,KMVE 091235Z AUTO 18003KT 10SM CLR 06/03 A3003 RMK AO2,KMVE,2024-10-09T12:35:00Z,44.9675,-95.7116,6.0,3.0,180,3.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,319.0
658,KMUT 091235Z AUTO 00000KT 10SM CLR 07/07 A3008 RMK AO2,KMUT,2024-10-09T12:35:00Z,41.367,-91.1406,7.0,7.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,166.0
659,KMTV 091235Z AUTO 00000KT 10SM CLR 07/05 A3010 RMK AO2 T00650052,KMTV,2024-10-09T12:35:00Z,36.6272,-80.0134,6.5,5.2,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,276.0
660,KMTK 091235Z AUTO 04011G20KT CLR 27/20 A2983 RMK A01,KMTK,2024-10-09T12:35:00Z,28.6967,-89.3958,27.0,20.0,40,11.0,20.0,,29.83,,,True,True,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,50.0
661,KMRT 091235Z AUTO 00000KT 10SM CLR 08/05 A3009 RMK AO2 T00770045,KMRT,2024-10-09T12:35:00Z,40.2237,-83.3475,7.7,4.5,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,302.0
662,KMRJ 091235Z AUTO 11004KT 10SM CLR 10/02 A3009 RMK AO2 PWINO,KMRJ,2024-10-09T12:35:00Z,42.8875,-90.2315,10.0,2.0,110,4.0,,10+,30.09,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,350.0
663,KMQS 091235Z AUTO 00000KT 10SM CLR 13/08 A2995 RMK AO2,KMQS,2024-10-09T12:35:00Z,39.9773,-75.8605,13.0,8.0,0,0.0,,10+,29.95,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,200.0
664,KMQJ 091235Z AUTO 00000KT 9SM CLR 07/06 A3010 RMK AO2 T00680064 $,KMQJ,2024-10-09T12:35:00Z,39.8402,-85.894,6.8,6.4,0,0.0,,9,30.1,,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,262.0
665,KMQB 091235Z AUTO 00000KT 10SM CLR 06/04 A3011 RMK AO2 T00590040,KMQB,2024-10-09T12:35:00Z,40.5176,-90.6481,5.9,4.0,0,0.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,205.0
666,KMPZ 091235Z AUTO 21004KT 10SM CLR 06/05 A3009 RMK AO2,KMPZ,2024-10-09T12:35:00Z,40.9453,-91.5122,6.0,5.0,210,4.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,222.0
667,KMPR 091235Z AUTO 00000KT 10SM CLR 10/04 A3005 RMK AO2 T01000044,KMPR,2024-10-09T12:35:00Z,38.3491,-97.6883,10.0,4.4,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,455.0
668,KMPE 091235Z AUTO 00000KT 10SM CLR A2996 RMK AO2,KMPE,2024-10-09T12:35:00Z,32.7975,-89.125,,,0,0.0,,10+,29.96,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,134.0
669,KMOX 091235Z AUTO 13007KT 10SM CLR 06/04 A3000 RMK AO2 TSNO,KMOX,2024-10-09T12:35:00Z,45.5677,-95.9659,6.0,4.0,130,7.0,,10+,30.0,,,True,True,,,True,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,346.0
670,KMOP 091235Z AUTO 25004KT 10SM CLR 03/03 A3008 RMK AO2 T00310027,KMOP,2024-10-09T12:35:00Z,43.6229,-84.743,3.1,2.7,250,4.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,229.0
671,KMNI 091235Z AUTO 00000KT 10SM CLR 13/11 A3002 RMK AO2,KMNI,2024-10-09T12:35:00Z,33.5882,-80.2059,13.0,11.0,0,0.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,29.0
672,KMNH 091235Z AUTO 24006KT 10SM CLR 07/M03 A3031 RMK AO2,KMNH,2024-10-09T12:35:00Z,39.2232,-104.642,7.0,-3.0,240,6.0,,10+,30.31,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2152.0
673,KMNE 091235Z AUTO 00000KT 10SM CLR 11/07 A3004 RMK AO2,KMNE,2024-10-09T12:35:00Z,32.6433,-93.2972,11.0,7.0,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,84.0
674,KMMI 091235Z AUTO 05003KT 10SM CLR 11/10 A3008 RMK A01,KMMI,2024-10-09T12:35:00Z,35.3952,-84.5612,11.0,10.0,50,3.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,252.0
675,KMMH 091235Z AUTO 00000KT 10SM CLR 01/M04 A3030 RMK AO2 T00051043,KMMH,2024-10-09T12:35:00Z,37.6253,-118.838,0.5,-4.3,0,0.0,,10+,30.3,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2167.0
676,KMLT 091235Z AUTO 00000KT 6SM -RA BR FEW002 SCT048 OVC060 04/04 A2987 RMK AO2 RAB20 P0000 T00440039,KMLT,2024-10-09T12:35:00Z,45.6478,-68.6925,4.4,3.9,0,0.0,,6,29.87,,,True,True,,,,,,-RA BR,FEW,200.0,SCT,4800.0,OVC,6000.0,,,VFR,,,,,,0.005,,,,,,SPECI,121.0
677,KMLJ 091235Z AUTO 08004KT 10SM FEW046 18/15 A3001 RMK AO2,KMLJ,2024-10-09T12:35:00Z,33.153,-83.242,18.0,15.0,80,4.0,,10+,30.01,,,True,True,,,,,,,FEW,4600.0,,,,,,,VFR,,,,,,,,,,,,METAR,115.0
678,KMLE 091235Z AUTO 00000KT 10SM CLR 08/05 A3005 RMK AO2 T00790054,KMLE,2024-10-09T12:35:00Z,41.1981,-96.1131,7.9,5.4,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,318.0
679,KMKS 091235Z AUTO 04005KT 10SM CLR 16/12 A3000 RMK AO2,KMKS,2024-10-09T12:35:00Z,33.1874,-80.0363,16.0,12.0,40,5.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,22.0
680,KMKQ 091235Z AUTO 00000KT 10SM CLR 27/21 A2981 RMK A01,KMKQ,2024-10-09T12:35:00Z,27.5197,-90.0981,27.0,21.0,0,0.0,,10+,29.81,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,40.0
681,KMKN 091235Z AUTO 20003KT CLR 15/12 A3007 RMK AO2 T01520115 PWINO,KMKN,2024-10-09T12:35:00Z,31.924,-98.5978,15.2,11.5,200,3.0,,,30.07,,,True,True,,,,,True,,CLR,,,,,,,,,,,,,,,,,,,,METAR,428.0
682,KMKJ 091235Z AUTO 00000KT 10SM CLR 06/05 A3013 RMK AO2 T00590053,KMKJ,2024-10-09T12:35:00Z,36.8944,-81.3449,5.9,5.3,0,0.0,,10+,30.13,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,777.0
683,KMJQ 091235Z AUTO 33005KT 10SM CLR 06/04 A3002 RMK AO2,KMJQ,2024-10-09T12:35:00Z,43.6496,-94.9885,6.0,4.0,330,5.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,439.0
684,KMJD 091235Z AUTO 35004KT 10SM CLR 16/14 A2990 RMK AO2,KMJD,2024-10-09T12:35:00Z,30.494,-89.6535,16.0,14.0,350,4.0,,10+,29.9,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
685,KMHR 091235Z AUTO 14008KT 10SM CLR 13/09 A2986 RMK A01,KMHR,2024-10-09T12:35:00Z,38.56,-121.284,13.0,9.0,140,8.0,,10+,29.86,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,30.0
686,KMHP 091235Z AUTO 06008KT 10SM CLR 18/14 A2998 RMK AO2 T01790142,KMHP,2024-10-09T12:35:00Z,32.374,-82.079,17.9,14.2,60,8.0,,10+,29.98,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,60.0
687,KMHL 091235Z AUTO 00000KT 10SM CLR 07/06 A3012 RMK AO2,KMHL,2024-10-09T12:35:00Z,39.093,-93.2024,7.0,6.0,0,0.0,,10+,30.12,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,236.0
688,KMGR 091235Z AUTO 06007KT 7SM OVC007 21/21 A2992 RMK AO2 T02060206 $,KMGR,2024-10-09T12:35:00Z,31.0835,-83.8035,20.6,20.6,60,7.0,,7,29.92,,,True,True,True,,,,,,OVC,700.0,,,,,,,IFR,,,,,,,,,,,,METAR,86.0
689,KMGN 091235Z AUTO 00000KT 10SM BKN041 08/03 A3004 RMK AO2 T00820032,KMGN,2024-10-09T12:35:00Z,45.4241,-84.913,8.2,3.2,0,0.0,,10+,30.04,,,True,True,,,,,,,BKN,4100.0,,,,,,,VFR,,,,,,,,,,,,METAR,205.0
690,KMGG 091235Z AUTO 00000KT 10SM CLR 05/03 A3006 RMK AO2 T00530025,KMGG,2024-10-09T12:35:00Z,45.2354,-93.9896,5.3,2.5,0,0.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,310.0
691,KMGC 091235Z AUTO 00000KT 10SM CLR 05/05 A3010 RMK AO2,KMGC,2024-10-09T12:35:00Z,41.7048,-86.8183,5.0,5.0,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,199.0
692,KMFV 091235Z AUTO 24003KT 10SM CLR 11/09 A3002 RMK AO2 T01060091,KMFV,2024-10-09T12:35:00Z,37.646,-75.763,10.6,9.1,240,3.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
693,KMEZ 091235Z AUTO 00000KT 1/2SM FG CLR 07/07 A3009 RMK AO2 T00740074,KMEZ,2024-10-09T12:35:00Z,34.5414,-94.1918,7.4,7.4,0,0.0,,0.5,30.09,,,True,True,,,,,,FG,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,320.0
694,KMEV 091235Z AUTO 00000KT 10SM CLR 02/M04 A3014 RMK AO2,KMEV,2024-10-09T12:35:00Z,38.9963,-119.75,2.0,-4.0,0,0.0,,10+,30.14,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1437.0
695,KMDZ 091235Z AUTO 07005KT 10SM CLR 00/M01 A3011 RMK AO2 T10051010 PWINO,KMDZ,2024-10-09T12:35:00Z,45.1013,-90.3064,-0.5,-1.0,70,5.0,,10+,30.11,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,446.0
696,KMDS 091235Z AUTO 06004KT 10SM CLR 04/04 A3001 RMK AO2 TSNO,KMDS,2024-10-09T12:35:00Z,44.0141,-97.0817,4.0,4.0,60,4.0,,10+,30.01,,,True,True,,,True,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,524.0
697,KMDQ 091235Z AUTO 00000KT 10SM CLR 11/08 A3005 RMK A02 T01060085,KMDQ,2024-10-09T12:35:00Z,34.866,-86.559,10.6,8.5,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,221.0
698,KMDD 091235Z AUTO 27003KT 10SM CLR 15/07 A3011 RMK AO2 T01520069,KMDD,2024-10-09T12:35:00Z,32.0359,-102.1,15.2,6.9,270,3.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,853.0
